"","castaway_id","full_name","castaway","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type"
"260","SA0093","Marthunis Oosthuizen","Marthunis",NA,NA,"Male",NA,NA,NA,"Investment Adviser",NA
"261","SA0094","Tevin Naidu","Tevin",NA,NA,"Male",NA,NA,NA,"Medical Doctor",NA
"262","SA0095","Josie Eveleigh","Josie",NA,NA,"Female",NA,NA,NA,"Travel Writer",NA
"263","SA0096","Vusi Mafulela","Vusi",NA,NA,"Male",NA,NA,NA,"Logistics Manager",NA
"264","SA0097","Chane Mynhardt","Chané",NA,NA,"Female",NA,NA,NA,"Admin Clerk",NA
"265","SA0098","Palesa Tau","Palesa",NA,NA,"Female",NA,NA,NA,"Radio Presenter",NA
"266","SA0099","Antoinette Tebbutt","Toni",NA,NA,"Female",NA,NA,NA,"Content Developer",NA
"267","SA0100","Pheko Phetoe","PK",NA,NA,"Male",NA,NA,NA,"Mining Technician",NA
"268","SA0101","Katinka Oosthuizen","Katinka",NA,NA,"Female",NA,NA,NA,"Social Media Influencer",NA
"269","SA0102","Werner Joubert","Werner",NA,NA,"Male",NA,NA,NA,"Pastor/Biokineticist",NA
"270","SA0103","Annalize Sainsbury","Annalize",NA,NA,"Female",NA,NA,NA,"Caterer",NA
"271","SA0104","Jeanne Michel","Jeanne",NA,NA,"Female",NA,NA,NA,"Radio Producer",NA
"272","SA0105","Tom Swartz","Tom",NA,NA,"Male",NA,NA,NA,"Adventure Camp Manager",NA
"273","SA0106","Lee-Anne van Renen","Lee-Anne",NA,NA,"Female",NA,NA,NA,"Life Coach/Mrs. Cape Town 2018",NA
"274","SA0107","Paul Smulders","Paul",NA,NA,"Male",NA,NA,NA,"Real Estate Agent",NA
"275","SA0108","Ai-Ting Wong","Ting Ting",NA,NA,"Female","Taiwanese",NA,NA,"Doctor",NA
"276","SA0109","Rose-Lee Smith","Rose-Lee",NA,NA,"Female",NA,NA,NA,"Crime Scene Analyst",NA
"277","SA0110","Felix Godlo","Felix",NA,NA,"Male","Xhosa",NA,NA,"Sales Consultant",NA
"278","SA0111","Tania Copeland","Tania",NA,NA,"Female",NA,NA,NA,"Immigration Consultant",NA
"279","SA0112","Rocco van Rooyen","Rocco",1992-12-23,NA,"Male",NA,NA,NA,"Professional Athlete",NA
"280","SA0113","Nathan Castle","Nathan",NA,NA,"Male",NA,NA,NA,"Media Producer",NA
"281","SA0114","Meryl Szolkiewicz","Meryl",NA,NA,"Female",NA,NA,NA,"Pilates Instructor",NA
"282","SA0115","Geoffrey Cooke-Tonnesen","Geoffrey",NA,NA,"Male",NA,NA,NA,"Home Loans Consultant",NA
"283","SA0116","Seipei Mashugane","Seipei",NA,NA,"Female","Soweto",NA,NA,"Entrepreneur/Biker Queen",NA
"284","SA0117","Dante de Villiers","Dante",NA,NA,"Male",NA,NA,NA,"Coffee Shop Owner",NA
"285","SA0118","Cobus Hugo","Cobus",NA,NA,"Male",NA,NA,NA,"Architect",NA
"286","SA0119","Mmabatiokoa Molefe","Mmaba",NA,NA,"Female","Zulu",NA,NA,"Investment Analyst",NA
"287","SA0120","Jacques Burger","Jacques",NA,NA,"Male",NA,NA,NA,"Industrial Engineer",NA
"288","SA0121","Mike Venter","Mike",NA,NA,"Male",NA,NA,NA,"Radio Presenter",NA
"289","SA0122","Steffi Brink","Steffi",1991-10-23,NA,"Female","Nambibian",NA,NA,"Fitness Model",NA
"290","SA0123","Laetitia le Roux","Laetitia",NA,NA,"Female",NA,NA,NA,"Nurse",NA
"291","SA0124","Durao Mariano","Durāo",NA,NA,"Male",NA,NA,NA,"Hotel Guest Liaison",NA
"292","SA0125","Nicole Capper","Nicole",NA,NA,"Female",NA,NA,NA,"Ex-Mrs. South Africa",NA
"293","SA0126","Robert Bentele","Rob",NA,NA,"Male","Austrian/Zulu",NA,NA,"Events Videographer",NA
"294","SA0127","Jason Brookstein","Jason",NA,NA,"Male",NA,NA,NA,"Structural Engineering Draughtsman",NA
"295","SA0128","Noleen Nkanjeni","Pinty",NA,NA,"Female",NA,NA,NA,"Freelancer",NA
"296","SA0129","Mike Laws","Mike",NA,NA,"Male",NA,NA,NA,"Lawyer",NA
"297","SA0130","Paul Cupido","Paul",NA,NA,"Male",NA,NA,NA,"Aftercare Teacher",NA
"298","SA0131","Thoriso M-Afrika","Thoriso",NA,NA,"Female",NA,NA,NA,"Marketing Officer",NA
"299","SA0132","Carla Gubb","Carla",NA,NA,"Female",NA,NA,NA,"Corporate Sales Executive",NA
"300","SA0133","Dino Paulo","Dino",NA,NA,"Male",NA,NA,NA,"Live Escape Game Owner",NA
"301","SA0134","Qiean Wang","Qiean",1985-07-16,NA,"Female",NA,NA,NA,"Volunteer Firefighter/Self-employed",NA
"302","SA0135","Marisha du Plessis","Marisha",1985-07-16,NA,"Female",NA,NA,NA,"Guest House Owner",NA
"303","SA0136","Shaun Wilson","Shaun",NA,NA,"Male",NA,NA,NA,"IT Business Owner",NA
"304","SA0137","Renier Louwrens","Renier",NA,NA,"Male",NA,NA,NA,"Chemical Engineer",NA
"305","SA0138","Amy Eliason","Amy",NA,NA,"Female",NA,NA,NA,"Corporate Lawyer",NA
"306","SA0139","Anesu Mbizvo","Anesu",NA,NA,"Female",NA,NA,NA,"Doctor/Vegan Lifestyle Entrepreneur",NA
"307","SA0140","Wardah Hartley","Wardah",NA,NA,"Female",NA,NA,NA,"Yoga Instructor",NA
"308","SA0141","Santoni Engelbrecht","Santoni",NA,NA,"Female",NA,NA,NA,"Online Business Owner",NA
"309","SA0142","Kiran Naidoo","Kiran",NA,NA,"Male",NA,NA,NA,"Strategy Consultant",NA
"310","SA0143","Tyson Zulu","Tyson",NA,NA,"Male",NA,NA,NA,"Entrepreneur",NA
"311","SA0144","Francois Chapman","Chappies",NA,NA,"Male",NA,NA,NA,"Transformation Coach",NA
"312","SA0145","Anela Majozi","Anela",NA,NA,"Male",NA,NA,NA,"Math Educator",NA
"313","SA0146","Nicole Wilmans","Nicole",NA,NA,"Female",NA,NA,NA,"Digital Marketing Manager",NA
"314","SACaptain01",NA,"Mark",NA,NA,"Male",NA,NA,NA,NA,NA
"315","SACaptain02",NA,"Corne",NA,NA,"Male",NA,NA,NA,NA,NA
"316","US0001","Sonja Christopher","Sonja",1937-01-28,NA,"Female",NA,NA,"White","Musician","ENFP"
"317","US0002","B.B. Andersen","B.B.",1936-01-18,2013-10-29,"Male",NA,NA,"White","Real Estate Developer","ESTJ"
"318","US0003","Stacey Stillman","Stacey",1972-08-11,NA,"Female",NA,NA,"White","Attorney","ENTJ"
"319","US0004","Ramona Gray","Ramona",1971-01-20,NA,"Female","Black",NA,"POC","Biochemist/Chemist","ISTJ"
"320","US0005","Dirk Been","Dirk",1976-06-15,NA,"Male",NA,NA,"White","Dairy Farmer","ISFP"
"321","US0006","Joel Klug","Joel",1972-04-13,NA,"Male",NA,NA,"White","Health Club Consultant","ESTJ"
"322","US0007","Gretchen Cordy","Gretchen",1962-02-07,NA,"Female",NA,NA,"White","Teacher","ESFJ"
"323","US0008","Greg Buis","Greg",1975-12-31,NA,"Male",NA,NA,"White","Ivy League Graduate","INTP"
"324","US0009","Jenna Lewis","Jenna L.",1977-07-16,NA,"Female",NA,NA,"White","Student","ENFP"
"325","US0010","Gervase Peterson","Gervase",1969-11-02,NA,"Male","Black",NA,"POC","YMCA Basketball Coach;Cigar Lounge Owner","ESTP"
"326","US0011","Colleen Haskell","Colleen",1976-12-06,NA,"Female",NA,NA,"White","Student","INFP"
"327","US0012","Sean Kenniff","Sean",1969-11-27,NA,"Male",NA,NA,"White","Doctor","INTP"
"328","US0013","Susan Hawk","Sue",1961-08-17,NA,"Female",NA,NA,"White","Truck Driver","ESTP"
"329","US0014","Rudy Boesch","Rudy",1928-01-20,2019-11-01,"Male",NA,NA,"White","Retired Navy SEAL","ISTJ"
"330","US0015","Kelly Wiglesworth","Kelly",1977-06-24,NA,"Female",NA,NA,"White","River Guide","ISFP"
"331","US0016","Richard Hatch","Richard",1961-04-08,NA,"Male",NA,NA,"White","Corporate Trainer","ENTP"
"332","US0017","Debb Eaton","Debb",1955-06-11,NA,"Female",NA,NA,"White","Corrections Officer","ISFP"
"333","US0018","Kel Gleason","Kel",1968-01-05,NA,"Male",NA,"Hispanic or Latino, Native American","POC","Army Intelligence Officer","ISTJ"
"334","US0019","Maralyn Hershey","Maralyn",1949-01-24,NA,"Female",NA,NA,"White","Retired Police Officer","ESTP"
"335","US0020","Mitchell Olson","Mitchell",1977-03-17,NA,"Male",NA,NA,"White","Singer/Songwriter","ENFP"
"336","US0021","Kimmi Kappenberg","Kimmi",1972-11-11,NA,"Female",NA,NA,"White","Bartender","ENFP"
"337","US0022","Michael Skupin","Michael",1962-01-29,NA,"Male",NA,NA,"White","Software Publisher;Part-Time Professional Speaker","ESFJ"
"338","US0023","Jeff Varner","Jeff",1966-04-16,NA,"Male",NA,NA,"White","Internet Projects Manager","ENFP"
"339","US0024","Alicia Calaway","Alicia",1968-05-01,NA,"Female","Black",NA,"POC","Personal Trainer","ESTJ"
"340","US0025","Jerri Manthey","Jerri",1970-09-05,NA,"Female",NA,NA,"White","Aspiring Actress","ESFP"
"341","US0026","Nick Brown","Nick",1977-04-02,NA,"Male","Black",NA,"POC","Harvard Law Student","ISTJ"
"342","US0027","Amber Mariano","Amber",1978-08-11,NA,"Female",NA,NA,"White","Administrative Assistant;Director of Marketing and Communications","ISFP"
"343","US0028","Rodger Bingham","Rodger",1947-07-05,NA,"Male",NA,NA,"White","Teacher/Farmer","ISFJ"
"344","US0029","Elisabeth Filarski","Elisabeth",1977-05-28,NA,"Female",NA,NA,"White","Footwear Designer","INFP"
"345","US0030","Keith Famie","Keith",1960-02-11,NA,"Male",NA,NA,"White","Chef","ESTJ"
"346","US0031","Colby Donaldson","Colby",1974-04-01,NA,"Male",NA,NA,"White","Auto Customizer","ISTP"
"347","US0032","Tina Wesson","Tina",1960-12-26,NA,"Female",NA,NA,"White","Personal Nurse;Motivational Speaker","ESFJ"
"348","US0033","Diane Ogden","Diane",1959-04-27,NA,"Female",NA,NA,"White","U.S. Mail Carrier","ESTP"
"349","US0034","Jessie Camacho","Jessie",1974-09-24,NA,"Female",NA,"Hispanic or Latino","POC","Deputy Sheriff","ISFP"
"350","US0035","Carl Bilancione","Carl",1955-06-20,NA,"Male",NA,NA,"White","Dentist","ESTJ"
"351","US0036","Linda Spencer","Linda",1957-01-01,NA,"Female","Black",NA,"POC","Career Counselor","ESFJ"
"352","US0037","Silas Gaither","Silas",1978-01-28,NA,"Male",NA,NA,"White","Bartender","ESTJ"
"353","US0038","Lindsey Richter","Lindsey",1974-08-31,NA,"Female",NA,NA,"White","Advertising Executive","ESFP"
"354","US0039","Clarence Black","Clarence",1976-12-21,NA,"Male","Black",NA,"POC","Basketball Coach","ISTP"
"355","US0040","Kelly Goldsmith","Kelly",1979-04-27,NA,"Female",NA,NA,"White","Behavioral Research Analyst","ENTP"
"356","US0041","Brandon Quinton","Brandon",1976-01-22,NA,"Male",NA,NA,"White","Bartender","ENFP"
"357","US0042","Frank Garrison","Frank",1958-07-22,NA,"Male",NA,NA,"White","Telephone Technician","ISTJ"
"358","US0043","Kim Powers","Kim P.",1971-12-03,NA,"Female",NA,NA,"White","Freelance Marketer","INFP"
"359","US0044","Teresa Cooper","Teresa",1959-05-05,NA,"Female",NA,NA,"White","Flight Attendant","ENFP"
"360","US0045","Tom Buchanan","Tom",1955-10-30,NA,"Male",NA,NA,"White","Goat Farmer","ESTP"
"361","US0046","Lex van den Berghe","Lex",1963-06-18,NA,"Male",NA,NA,"White","Marketing Manager","ENTJ"
"362","US0047","Kim Johnson","Kim J.",1944-09-18,NA,"Female",NA,NA,"White","Retired Teacher","ISFJ"
"363","US0048","Ethan Zohn","Ethan",1973-11-12,NA,"Male","White","Jewish","White","Professional Soccer Player;Social Entrepreneur/Keynote Speaker","ISFP"
"364","US0049","Peter Harkey","Peter",1956-01-17,NA,"Male",NA,NA,"White","Bowling Alley Owner","ENFP"
"365","US0050","Patricia Jackson","Patricia",1952-04-08,NA,"Female",NA,NA,"White","Truck Assembler","ISFJ"
"366","US0051","Hunter Ellis","Hunter",1968-07-05,NA,"Male",NA,NA,"White","Former Navy Fighter Pilot","ESTJ"
"367","US0052","Sarah Jones","Sarah",1977-08-11,NA,"Female",NA,NA,"White","Account Manager","ISFP"
"368","US0053","Gabriel Cade","Gabriel",1978-07-01,NA,"Male",NA,NA,"White","Bartender","INFP"
"369","US0054","Gina Crews","Gina",1973-02-07,NA,"Female",NA,NA,"White","Nature Guide","ISFJ"
"370","US0055","Rob Mariano","Boston Rob",1975-12-25,NA,"Male",NA,NA,"White","Construction Worker","ESTJ"
"371","US0056","John Carroll","John",1965-06-14,NA,"Male",NA,NA,"White","Registered Nurse","ENTJ"
"372","US0057","Zoe Zanidakis","Zoe",1966-03-17,NA,"Female",NA,NA,"White","Fishing Boat Captain","ISTJ"
"373","US0058","Tammy Leitner","Tammy",1972-07-03,NA,"Female",NA,NA,"White","Crime Reporter","ENFJ"
"374","US0059","Robert DeCanio","Robert",1963-06-19,NA,"Male",NA,NA,"White","Limousine Driver","ISTJ"
"375","US0060","Sean Rector","Sean",1971-08-20,NA,"Male","Black",NA,"POC","Teacher","ENTP"
"376","US0061","Paschal English","Paschal",1945-03-05,NA,"Male",NA,NA,"White","Judge","ISFJ"
"377","US0062","Kathy Vavrick-O'Brien","Kathy",1955-01-06,NA,"Female",NA,NA,"White","Real Estate Agent","ESFJ"
"378","US0063","Neleh Dennis","Neleh",1980-02-19,NA,"Female",NA,NA,"White","Student","ENFP"
"379","US0064","Vecepia Towery","Vecepia",1965-12-09,NA,"Female","Black",NA,"POC","Office Manager","ISTJ"
"380","US0065","John Raymond","John",1962-02-21,NA,"Male",NA,NA,"White","Pastor","ENFP"
"381","US0066","Tanya Vance","Tanya",1974-11-29,NA,"Female",NA,NA,"White","Social Worker","ESTJ"
"382","US0067","Jed Hildebrand","Jed",1976-12-05,NA,"Male",NA,NA,"White","Dental Student","ISFP"
"383","US0068","Ghandia Johnson","Ghandia",1969-01-03,NA,"Female","Black",NA,"POC","Legal Secretary","ESFP"
"384","US0069","Stephanie Dill","Stephanie",1972-11-15,NA,"Female",NA,NA,"White","Firefighter","ISTJ"
"385","US0070","Robert Zbacnik","Robb",1978-09-12,NA,"Male",NA,NA,"White","Bartender","ESFP"
"386","US0071","Shii Ann Huang","Shii Ann",1974-01-24,NA,"Female","Asian","Taiwanese American","POC","Executive Recruiter","INTJ"
"387","US0072","Erin Collins","Erin",1976-01-07,NA,"Female",NA,NA,"White","Real Estate Agent","ESFP"
"388","US0073","Ken Stafford","Ken",1972-06-20,NA,"Male",NA,NA,"White","NYC Police Officer","ESTJ"
"389","US0074","Penny Ramsey","Penny",1975-04-24,NA,"Female",NA,NA,"White","Pharmaceutical Sales","ESFJ"
"390","US0075","Jake Billingsley","Jake",1941-08-21,NA,"Male",NA,NA,"White","Land Broker","ISFJ"
"391","US0076","Ted Rogers Jr.","Ted",1964-12-28,NA,"Male","Black",NA,"POC","Software Development Manager","ESTP"
"392","US0077","Helen Glover","Helen",1955-04-28,NA,"Female",NA,NA,"White","Navy Swim Instructor","ISTJ"
"393","US0078","Jan Gentry","Jan",1948-10-31,NA,"Female",NA,NA,"White","Teacher","ENFP"
"394","US0079","Clay Jordan","Clay",1955-12-30,2022-05-19,"Male",NA,NA,"White","Restaurant Owner","ESTP"
"395","US0080","Brian Heidik","Brian",1968-03-09,NA,"Male",NA,NA,"White","Used Car Salesman","ISTP"
"396","US0081","Ryan Aiken","Ryan",1979-02-13,NA,"Male",NA,NA,"White","Model","ESFP"
"397","US0082","Janet Koth","Janet",1955-11-18,NA,"Female",NA,NA,"White","Homemaker","ISFJ"
"398","US0083","Daniel Lue","Daniel",1975-11-29,NA,"Male","Asian","Chinese American","POC","Tax Accountant","INFP"
"399","US0084","JoAnna Ward","JoAnna",1971-04-29,NA,"Female","Black",NA,"POC","Guidance Counselor","ISTJ"
"400","US0085","Jeanne Hebert","Jeanne",1962-01-06,NA,"Female",NA,NA,"White","Marketing Director","ISTJ"
"401","US0086","Shawna Mitchell","Shawna",1979-07-28,NA,"Female",NA,NA,"White","Retail Saleswoman","ENFP"
"402","US0087","Roger Sexton","Roger",1946-09-26,2022-10-26,"Male",NA,NA,"White","Construction Company V.P.","ISTJ"
"403","US0088","Dave Johnson","Dave",1979-01-16,NA,"Male",NA,NA,"White","Rocket Scientist","ISTJ"
"404","US0089","Deena Bennett","Deena",1967-02-12,NA,"Female",NA,"Hispanic or Latino","POC","Deputy District Attorney","ENTJ"
"405","US0090","Alex Bell","Alex",1970-05-16,NA,"Male",NA,NA,"White","Triathlon Coach","ENFJ"
"406","US0091","Christy Smith","Christy",1978-09-13,NA,"Female",NA,NA,"White","Children's Adventure Guide","INFP"
"407","US0092","Heidi Strobel","Heidi",1978-10-29,NA,"Female",NA,NA,"White","Gym Teacher","ENTJ"
"408","US0093","Butch Lockley","Butch",1952-08-28,NA,"Male",NA,NA,"White","Principal","ISFJ"
"409","US0094","Rob Cesternino","Rob C.",1978-10-20,NA,"Male",NA,NA,"White","Computer Projects Coordinator","ENTP"
"410","US0095","Matthew von Ertfelda","Matthew",1969-07-24,NA,"Male",NA,NA,"White","Restaurant Designer","INTP"
"411","US0096","Jenna Morasca","Jenna M.",1981-02-15,NA,"Female",NA,NA,"White","Swimsuit Model","ISTP"
"412","US0097","Nicole Delma","Nicole",1978-09-19,NA,"Female",NA,NA,"White","Massage Therapist","INTP"
"413","US0098","Ryan Shoulders","Ryan S.",1980-03-28,NA,"Male",NA,NA,"White","Produce Clerk","INFP"
"414","US0099","Lillian Morris","Lillian",1952-04-03,NA,"Female",NA,NA,"White","Scout Troop Leader","INFP"
"415","US0100","Burton Roberts","Burton",1972-04-10,NA,"Male",NA,NA,"White","Marketing Executive","ISTJ"
"416","US0101","Michelle Tesauro","Michelle",1981-01-16,NA,"Female",NA,NA,"White","Student","ENFP"
"417","US0102","Trish Dunn","Trish",1960-10-29,NA,"Female",NA,NA,"White","Sales Executive","ENFJ"
"418","US0103","Shawn Cohen","Shawn",1974-09-20,NA,"Male","White","Jewish","White","Advertising Sales","ESTP"
"419","US0104","Osten Taylor","Osten",1975-12-10,NA,"Male","Black",NA,"POC","Equity Trade Manager","ESFP"
"420","US0105","Andrew Savage","Andrew",1963-07-29,NA,"Male",NA,NA,"White","Attorney","ESTJ"
"421","US0106","Ryan Opray","Ryan O.",1972-08-06,NA,"Male",NA,NA,"White","Electrician","ISFJ"
"422","US0107","Rupert Boneham","Rupert",1964-01-27,NA,"Male",NA,NA,"White","Troubled Teens Mentor","ESFJ"
"423","US0108","Tijuana Bradley","Tijuana",1976-07-23,NA,"Female","Black",NA,"POC","Pharmaceutical Sales","ESFP"
"424","US0109","Christa Hastie","Christa",1978-11-06,NA,"Female",NA,NA,"White","Computer Programmer","ESFP"
"425","US0110","Darrah Johnson","Darrah",1981-05-19,NA,"Female",NA,NA,"White","Mortician","ISTP"
"426","US0111","Jon Dalton","Jonny Fairplay",1974-03-11,NA,"Male",NA,NA,"White","Art Consultant","ENTP"
"427","US0112","Sandra Diaz-Twine","Sandra",1974-07-30,NA,"Female",NA,"Hispanic or Latino","POC","Office Assistant;Case Manager","ESTP"
"428","US0113","Brook Geraghty","Brook",1976-11-20,NA,"Male",NA,NA,"White","Document Manager","INTP"
"429","US0114","Dolly Neely","Dolly",1978-11-18,NA,"Female",NA,NA,"White","Sheep Farmer","ISFP"
"430","US0115","John Palyok","John P.",1973-05-13,NA,"Male",NA,NA,"White","Sales Manager","ESTP"
"431","US0116","Mia Galeotalanza","Mia",1974-08-17,NA,"Female",NA,NA,"White","Bookkeeper","ESFP"
"432","US0117","Brady Finta","Brady",1970-12-17,NA,"Male",NA,NA,"White","FBI Agent","ISTJ"
"433","US0118","Travis Sampson","Travis",1971-02-19,NA,"Male",NA,NA,"White","Security Officer","ISFP"
"434","US0119","Lisa Keiffer","Lisa",1960-05-03,NA,"Female",NA,NA,"White","Real Estate Agent","ESFJ"
"435","US0120","John Kenney","John K.",1981-09-26,NA,"Male",NA,NA,"White","Mechanical Bull Operator","ESFP"
"436","US0121","Rory Freeman","Rory",1968-10-30,NA,"Male","Black",NA,"POC","Housing Case Manager","INTP"
"437","US0122","Lea Masters","Lea",1964-03-28,NA,"Male",NA,NA,"White","Drill Sergeant","ESFJ"
"438","US0123","James Crittenden","Chad",1969-08-08,NA,"Male",NA,NA,"White","Teacher","ESTP"
"439","US0124","Leann Slaby","Leann",1969-07-08,NA,"Female",NA,NA,"White","Equity Research Assistant","INFJ"
"440","US0125","Ami Cusack","Ami",1973-01-25,NA,"Female",NA,NA,"White","Coffee Barista;Nanny","ENTJ"
"441","US0126","Julie Berry","Julie",1980-12-15,NA,"Female",NA,"Native American","POC","Youth Mentor","INFP"
"442","US0127","Eliza Orlins","Eliza",1982-12-25,NA,"Female","White","Jewish","White","Pre-Law Student;Law School Student","ENTJ"
"443","US0128","Scout Cloud Lee","Scout",1944-11-08,NA,"Female",NA,NA,"White","Rancher","INFJ"
"444","US0129","Twila Tanner","Twila",1962-10-12,NA,"Female",NA,NA,"White","Highway Repair Worker","ISTJ"
"445","US0130","Chris Daugherty","Chris",1970-08-29,NA,"Male",NA,NA,"White","Highway Construction Worker","ENTP"
"446","US0131","Jonathan Libby","Jonathan",1981-09-05,NA,"Male",NA,NA,"White","Sales & Marketing Associate","ISTP"
"447","US0132","Wanda Shirk","Wanda",1949-08-24,NA,"Female",NA,NA,"White","English Teacher","ENFP"
"448","US0133","Jolanda Jones","Jolanda",1965-11-06,NA,"Female","Black",NA,"POC","Lawyer","ESTJ"
"449","US0134","Ashlee Ashby","Ashlee",1982-05-02,NA,"Female",NA,NA,"White","Student","ISFJ"
"450","US0135","Jeff Wilson","Jeff",1983-02-09,NA,"Male",NA,NA,"White","Personal Trainer","ESFP"
"451","US0136","Kimberly Mullen","Kim",1979-03-13,NA,"Female",NA,NA,"White","Graduate Student","INTJ"
"452","US0137","Willard Smith","Willard",1947-11-30,NA,"Male",NA,NA,"White","Lawyer","INTP"
"453","US0138","Angie Jakusz","Angie",1980-03-27,2021-01-08,"Female",NA,NA,"White","Bartender","INFP"
"454","US0139","James Miller","James",1971-07-08,NA,"Male",NA,NA,"White","Steelworker","ESTP"
"455","US0140","Ibrehem Rahman","Ibrehem",1977-03-04,NA,"Male","Black",NA,"POC","Waiter","ISTJ"
"456","US0141","Bobby Jon Drinkard","Bobby Jon",1977-05-10,NA,"Male",NA,NA,"White","Waiter","ISTP"
"457","US0142","Coby Archa","Coby",1972-09-08,NA,"Male",NA,NA,"White","Hairstylist","ENFP"
"458","US0143","Janu Tornell","Janu",1965-05-09,NA,"Female","Cuban American","Hispanic or Latino","POC","Vegas Showgirl","INFP"
"459","US0144","Stephenie LaGrossa","Stephenie",1979-12-06,NA,"Female",NA,NA,"White","Pharmaceutical Sales Representative","ESTJ"
"460","US0145","Gregg Carey","Gregg",1977-01-09,NA,"Male",NA,NA,"White","Business Consultant","INTP"
"461","US0146","Caryn Groedel","Caryn",1958-08-13,NA,"Female","White","Jewish","White","Civil Rights Lawyer","ISTJ"
"462","US0147","Jennifer Lyon","Jenn",1972-02-27,2010-01-19,"Female",NA,NA,"White","Nanny","ISFP"
"463","US0148","Ian Rosenberger","Ian",1981-08-24,NA,"Male",NA,NA,"White","Dolphin Trainer","ESFP"
"464","US0149","Katie Gallagher","Katie",1975-05-28,NA,"Female",NA,NA,"White","Advertising Executive","ESFP"
"465","US0150","Tom Westman","Tom",1964-01-04,NA,"Male",NA,NA,"White","NYC Firefighter;Motivational Speaker","ESTJ"
"466","US0151","Jim Lynch","Jim",1942-01-07,NA,"Male",NA,NA,"White","Retired Fire Captain","ISTJ"
"467","US0152","Morgan McDevitt","Morgan",1983-11-24,NA,"Female",NA,NA,"White","Magician's Assistant","INFP"
"468","US0153","Brianna Varela","Brianna",1983-10-29,NA,"Female",NA,"Hispanic or Latino","POC","Retail Salesperson","ENFP"
"469","US0154","Brooke Struck","Brooke",1979-07-30,NA,"Female",NA,NA,"White","Law Student","ISTJ"
"470","US0155","Blake Towsley","Blake",1981-05-05,NA,"Male",NA,NA,"White","Real Estate Broker","ESTP"
"471","US0156","Margaret Bobonich","Margaret",1962-06-05,NA,"Female",NA,NA,"White","Nurse Practitioner","ESFJ"
"472","US0157","Brian Corridan","Brian",1983-02-10,NA,"Male",NA,NA,"White","Ivy League Student","ENTP"
"473","US0158","Amy O'Hara","Amy",1965-11-02,NA,"Female",NA,NA,"White","Police Sergeant","ESTP"
"474","US0159","Brandon Bellinger","Brandon",1983-01-22,NA,"Male",NA,NA,"White","Farmer","ISTP"
"475","US0160","Jamie Newton","Jamie",1981-01-26,NA,"Male",NA,NA,"White","Water Skiing Instructor","ISTP"
"476","US0161","Gary Hogeboom","Gary",1958-08-21,NA,"Male",NA,NA,"White","Ex-NFL Quarterback","INFJ"
"477","US0162","Judd Sergeant","Judd",1970-09-13,NA,"Male",NA,NA,"White","Hotel Doorman","ESTP"
"478","US0163","Cindy Hall","Cindy",1974-06-28,NA,"Female",NA,NA,"White","Zookeeper","ISFP"
"479","US0164","Lydia Morales","Lydia",1963-01-19,NA,"Female","Puerto Rican American","Hispanic or Latino","POC","Fishmonger","ISFJ"
"480","US0165","Rafe Judkins","Rafe",1983-01-08,NA,"Male",NA,NA,"White","Wilderness Guide","INFP"
"481","US0166","Danni Boatwright","Danni",1975-07-13,NA,"Female",NA,NA,"White","Sports Radio Host;Owner of Sideline Chic","ENFJ"
"482","US0167","Tina Scheer","Tina",1960-11-17,NA,"Female",NA,NA,"White","Lumberjill","ESTP"
"483","US0168","Melinda Hyder","Melinda",1973-05-23,NA,"Female",NA,NA,"White","Singer/Entertainer","ESFJ"
"484","US0169","Misty Giles","Misty",1981-02-25,NA,"Female",NA,NA,"White","Missile Engineer","INTP"
"485","US0170","Ruth Marie Milliman","Ruth Marie",1957-04-11,NA,"Female",NA,NA,"White","Real Estate","ISFJ"
"486","US0171","Bobby Mason","Bobby",1973-08-20,NA,"Male","Black",NA,"POC","Attorney","ISTP"
"487","US0172","Dan Barry","Dan",1953-12-30,NA,"Male",NA,NA,"White","Astronaut","ISFJ"
"488","US0173","Nick Stanbury","Nick",1980-07-21,NA,"Male",NA,NA,"White","Financial Sales","ISFP"
"489","US0174","Austin Carty","Austin",1981-04-29,NA,"Male",NA,NA,"White","Writer","INFP"
"490","US0175","Sally Schumann","Sally",1978-12-10,NA,"Female",NA,NA,"White","Social Worker","INFP"
"491","US0176","Bruce Kanegai","Bruce",1947-12-17,NA,"Male","Asian","Japanese American","POC","Art Teacher","INFP"
"492","US0177","Courtney Marit","Courtney",1974-05-24,NA,"Female",NA,NA,"White","Fire Dancer","ENFP"
"493","US0178","Shane Powers","Shane",1970-11-28,NA,"Male",NA,NA,"White","Marketing Executive","ESFP"
"494","US0179","Cirie Fields","Cirie",1970-07-18,NA,"Female","Black",NA,"POC","Nurse","ENFJ"
"495","US0180","Terry Deitz","Terry",1959-10-10,NA,"Male",NA,NA,"White","Pilot","ESTJ"
"496","US0181","Danielle DiLorenzo","Danielle",1981-06-03,NA,"Female",NA,NA,"White","Medical Sales Rep.","ESFP"
"497","US0182","Aras Baskauskas","Aras",1981-09-26,NA,"Male",NA,NA,"White","Yoga Instructor;Musician","INFP"
"498","US0183","Sekou Bunch","Sekou",1960-09-09,NA,"Male","Black",NA,"POC","Jazz Musician","ESFJ"
"499","US0184","Virgilio Garcia","Billy",1970-04-22,NA,"Male",NA,"Hispanic or Latino","POC","Heavy Metal Musician","INFJ"
